objective,Br_L2,Bt_L2,alpha_deg,lambda_drop,lambda_b_gain,width_scale,edge_width_deg,edge_bt_gain
0.3329626295350267,0.07291908217438932,0.2600435473606374,53.0,0.32,0.14,1.0,11.5,0.09999999999999999
0.33296908373757006,0.07437014422088067,0.2585989395166894,53.0,0.28,0.14,1.0,11.5,0.06
0.33303771584746245,0.10048267230374124,0.23158969893623876,52.0,0.30000000000000004,0.16,1.0,11.5,0.07999999999999999
0.33305363379210684,0.09292688587101541,0.24012674792109145,52.25,0.32,0.16,1.0,11.5,0.07999999999999999
0.3330590593399511,0.09383004577912903,0.23922901356082207,52.75,0.34,0.14,1.0,12.5,0.07999999999999999
0.33306420332504094,0.08967957910100839,0.24338462422403254,52.75,0.26,0.14,1.1,12.0,0.07999999999999999
0.3330727747338395,0.09341473073053373,0.23965804400330576,52.25,0.30000000000000004,0.16,1.0,11.5,0.07999999999999999
0.33314740131029097,0.09549264652039931,0.23765475478989168,52.75,0.28,0.14,1.0,12.5,0.06
0.333151566461947,0.09260740881834567,0.24054415764360135,52.5,0.34,0.14,1.0,12.0,0.09999999999999999
0.33316589451263906,0.10145805505659433,0.22879172934285605,52.0,0.34,0.14,1.1,11.5,0.07999999999999999
0.33325258040653194,0.08907747181261391,0.24417510859391803,53.0,0.28,0.14,1.0,12.5,0.07999999999999999
0.33327413391442084,0.09991245843409619,0.2333616754803247,52.25,0.30000000000000004,0.16,1.0,12.0,0.07999999999999999
