Br_relative_l2,Bt_relative_l2,Br_rms,Bt_rms,slotted_FEMM_Br_rms,slotted_FEMM_Bt_rms,lambda_drop,lambda_b_gain,width_scale,notch_kind,normalize_mean,slot_opening_deg,slot_centers_deg,model_csv
0.1382738033510471,0.44902984995974227,0.45660460079569887,0.04543103189779365,0.5106783515674461,0.04904435641138518,0.28,0.18000000000000005,0.8,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1474946778730883,0.44010318774778623,0.44967940445457477,0.04941068769656523,0.5106783515674461,0.04904435641138518,0.28,0.18000000000000005,1.0,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1483106436626433,0.4405056116692981,0.47924480469989195,0.04596578885922778,0.5106783515674461,0.04904435641138518,0.04,0.18000000000000005,0.8,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.15246362640482133,0.43678280183268586,0.4481223623085458,0.04364397711001419,0.5106783515674461,0.04904435641138518,0.24000000000000002,0.14000000000000004,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1419574744220813,0.45084818784453573,0.4531563666028766,0.045351172386526785,0.5106783515674461,0.04904435641138518,0.32,0.18000000000000005,0.8,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.15235819467042114,0.44191968126417913,0.44812309688356283,0.03478976394048522,0.5106783515674461,0.04904435641138518,0.24000000000000002,0.10000000000000003,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.15359057890331723,0.4424729661314592,0.44529849325440407,0.04931833616241889,0.5106783515674461,0.04904435641138518,0.32,0.18000000000000005,1.0,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.16098974667000493,0.4363593069073829,0.4410338886178293,0.03277772893968338,0.5106783515674461,0.04904435641138518,0.36,0.10000000000000003,1.0,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.15931586718491242,0.43953321791672517,0.44265208604008677,0.043513736831901136,0.5106783515674461,0.04904435641138518,0.28,0.14000000000000004,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.14702419200695155,0.45277676980339426,0.4498069165755905,0.045273999398927595,0.5106783515674461,0.04904435641138518,0.36,0.18000000000000005,0.8,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1592144761639466,0.4446576134987749,0.44265278308364453,0.034626831989065104,0.5106783515674461,0.04904435641138518,0.28,0.10000000000000003,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.16113753337349307,0.4449799044660505,0.44103369360667566,0.04922906752379818,0.5106783515674461,0.04904435641138518,0.36,0.18000000000000005,1.0,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.16782643212739176,0.44244768578407023,0.43730655428153814,0.04338754840543952,0.5106783515674461,0.04904435641138518,0.32,0.14000000000000004,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1363262949822958,0.47433528255540014,0.4675198550017224,0.03175446128482518,0.5106783515674461,0.04904435641138518,0.16,0.10000000000000003,0.8,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
