objective,Br_L2,Bt_L2,lambda_drop,lambda_b_gain,width_scale,edge_width_deg,edge_bt_gain
0.34401588695887886,0.07346265221790707,0.27055323474097176,0.33999999999999997,0.16,1.0,11.5,0.08000000000000003
0.34403072069640195,0.09161548408137521,0.25241523661502674,0.19999999999999998,0.14,1.0999999999999999,12.0,0.08000000000000003
0.3441774467099635,0.08519448755234688,0.2589829591576166,0.24,0.14,1.0,12.0,0.10000000000000005
0.3442364751913355,0.09219651475996557,0.2520399604313699,0.4,0.14,1.0,12.5,0.06000000000000001
0.34441227370509186,0.07022798920968706,0.2741842844954048,0.3,0.14,1.0999999999999999,11.0,0.08000000000000003
0.3444378050158145,0.08549492917847855,0.25894287583733594,0.24,0.12,1.0999999999999999,12.0,0.08000000000000003
0.34454628360373796,0.07406469298071212,0.27048159062302585,0.24,0.14,1.0,11.0,0.10000000000000005
0.34456739665964875,0.07750030696975474,0.267067089689894,0.36,0.12,1.0999999999999999,11.5,0.08000000000000003
0.34465254458796474,0.07046962526320098,0.27418291932476374,0.32,0.14,1.0999999999999999,11.0,0.08000000000000003
0.34471402381074484,0.0791572094553347,0.2655568143554101,0.24,0.12,1.0999999999999999,11.5,0.08000000000000003
0.34493316670815577,0.07968711445406577,0.26524605225409,0.33999999999999997,0.16,1.0,12.0,0.08000000000000003
0.34497645619690154,0.08279089949400456,0.26218555670289695,0.26,0.16,1.0,12.0,0.08000000000000003
0.3451803736790041,0.10290950973199119,0.24227086394701292,0.18,0.14,1.0,12.5,0.06000000000000001
0.34522204302422616,0.07088866098548273,0.2743333820387434,0.28,0.14,1.0999999999999999,11.0,0.08000000000000003
0.3452638632204297,0.07974678700562723,0.2655170762148024,0.3,0.12,1.0,12.0,0.06000000000000001
0.3452874070880153,0.08089926395115452,0.2643881431368608,0.19999999999999998,0.14,1.0,11.0,0.08000000000000003
0.345385325814463,0.07626173981828296,0.26912358599618,0.26,0.16,1.0,11.5,0.08000000000000003
0.3454056015408766,0.08075669618584645,0.2646489053550301,0.36,0.14,1.0,12.0,0.10000000000000005
0.345455801685074,0.07930771984198032,0.2661480818430937,0.32,0.12,1.0,12.0,0.06000000000000001
0.34553109155928885,0.08537914196623293,0.26015194959305593,0.19999999999999998,0.14,1.0,11.5,0.10000000000000005
0.34553260827602805,0.07151090569835483,0.2740217025776732,0.26,0.14,1.0,11.0,0.06000000000000001
0.3456010071864243,0.08072807455176799,0.2648729326346563,0.36,0.12,1.0,12.0,0.08000000000000003
0.3456947563994378,0.07754962627709974,0.26814513012233804,0.36,0.14,1.0999999999999999,11.5,0.10000000000000005
0.3457564002827921,0.08516934465606904,0.2605870556267231,0.24,0.12,1.0,12.0,0.08000000000000003
0.3457586677699452,0.0706214481251483,0.27513721964479687,0.36,0.14,1.0,11.0,0.06000000000000001
0.3457963618037267,0.0809237118907996,0.2648726499129271,0.3,0.14,1.0999999999999999,12.0,0.06000000000000001
0.3458102969427074,0.08550242683805671,0.2603078701046507,0.19999999999999998,0.14,1.0999999999999999,11.5,0.08000000000000003
0.34587541654208,0.0792036285301537,0.2666717880119263,0.24,0.14,1.0999999999999999,11.5,0.10000000000000005
0.3459241612210786,0.08090829191172036,0.2650158693093582,0.28,0.12,1.0,12.0,0.06000000000000001
0.3459243558304671,0.08031532720418177,0.2656090286262853,0.42,0.14,1.0,11.0,0.08000000000000003
0.34597430459033085,0.07163922121218708,0.2743350833781438,0.33999999999999997,0.14,1.0999999999999999,11.0,0.08000000000000003
0.3460927516071147,0.07869458017025761,0.2673981714368571,0.24,0.12,1.0,11.5,0.08000000000000003
0.3461037359251459,0.07480770735985871,0.2712960285652872,0.36,0.16,1.0,11.5,0.08000000000000003
0.34612258426135734,0.08176001019315553,0.2643625740682018,0.28,0.14,1.0999999999999999,12.0,0.06000000000000001
0.34627957497145156,0.0831174599947639,0.2631621149766877,0.36,0.12,1.0999999999999999,12.0,0.08000000000000003
0.34633523033751057,0.09219651475996557,0.25413871557754497,0.4,0.14,1.0,12.5,0.08000000000000003
0.34638204934935357,0.08085960673642555,0.265522442612928,0.32,0.14,1.0999999999999999,12.0,0.06000000000000001
0.3465414407990896,0.07962900514951181,0.2669124356495778,0.33999999999999997,0.12,1.0,12.0,0.06000000000000001
0.34667510558213044,0.07022798920968706,0.27644711637244335,0.3,0.14,1.0999999999999999,11.0,0.10000000000000005
0.34670051318299844,0.07221777187746747,0.27448274130553096,0.32,0.14,0.8999999999999999,11.5,0.08000000000000003
0.3467186096136467,0.07046962526320098,0.2762489843504457,0.32,0.14,1.0999999999999999,11.0,0.10000000000000005
0.34681053074677115,0.09726817578641675,0.24954235496035437,0.3,0.14,1.0,13.0,0.06000000000000001
0.34681268186243647,0.09846946988502077,0.2483432119774157,0.28,0.14,1.0,13.0,0.06000000000000001
