case,field_csv,current_angle_deg,current_rms_a,torque_sector_Nm,torque_total_Nm
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,5.0,17.6,-2.2313017863794804,-13.387810718276882
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,7.5,17.6,-2.197886161019587,-13.187316966117521
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,10.0,17.6,-2.1602867344325096,-12.961720406595058
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,12.5,17.6,-2.1185750792637688,-12.711450475582613
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,15.0,17.6,-2.0728305960197124,-12.436983576118275
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,17.5,17.6,-2.023140361924144,-12.138842171544866
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,20.0,17.6,-1.9695989651618722,-11.817593790971234
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,22.5,17.6,-1.9123083248247275,-11.473849948948365
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,25.0,17.6,-1.851377496902778,-11.108264981416669
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,27.5,17.6,-1.7869224666900567,-10.72153480014034
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,30.0,17.6,-1.7190659279999574,-10.314395567999744
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,32.5,17.6,-1.6479370496105898,-9.887622297663539
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,35.0,17.6,-1.5736712293846695,-9.442027376308017
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,37.5,17.6,-1.4964098365319893,-8.978459019191936
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,40.0,17.6,-1.4162999425050962,-8.497799655030576
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,42.5,17.6,-1.333494041040418,-8.000964246242507
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,45.0,17.6,-1.2481497578777725,-7.4888985472666345
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,47.5,17.6,-1.1604295507108118,-6.962577304264871
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,50.0,17.6,-1.0705003999395695,-6.423002399637417
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,52.5,17.6,-0.9785334908137758,-5.871200944882655
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,55.0,17.6,-0.8847038875720112,-5.308223325432067
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,57.5,17.6,-0.7891902001969717,-4.735141201181831
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,60.0,17.6,-0.6921742444212182,-4.15304546652731
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,62.5,17.6,-0.5938406956305968,-3.563044173783581
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,65.0,17.6,-0.4943767373241439,-2.9662604239448633
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,67.5,17.6,-0.39397170479965726,-2.3638302287979434
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,70.0,17.6,-0.2928167247431969,-1.7569003484591814
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,72.5,17.6,-0.1911043514085729,-1.1466261084514375
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,75.0,17.6,-0.0890282000793814,-0.5341692004762885
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,77.5,17.6,0.013217421488692815,0.07930452893215689
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,80.0,17.6,0.11543788294373444,0.6926272976624066
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,82.5,17.6,0.21743860182753216,1.304631610965193
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,85.0,17.6,0.31902541397435,1.9141524838461002
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,87.5,17.6,0.4200049431134476,2.5200296586806856
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,90.0,17.6,0.5201849689718081,3.1211098138308486
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,92.5,17.6,0.6193747931763504,3.716248759058102
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,95.0,17.6,0.71738560225912,4.3043136135547195
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,97.5,17.6,0.8140308270744563,4.884184962446738
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,100.0,17.6,0.9091264979439687,5.454758987663812
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,102.5,17.6,1.0024915948532724,6.014949569119635
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,105.0,17.6,1.0939483920338764,6.563690352203258
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,107.5,17.6,1.1833227962742807,7.099936777645684
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,110.0,17.6,1.2704446783163066,7.6226680698978395
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,112.5,17.6,1.3551481967058023,8.130889180234814
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,115.0,17.6,1.4372721134812798,8.62363268088768
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,117.5,17.6,1.516660101099539,9.099960606597234
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,120.0,17.6,1.5931610400140301,9.558966240084182
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,122.5,17.6,1.6666293063395015,9.999775838037008
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,125.0,17.6,1.7369250490553374,10.421550294332025
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,127.5,17.6,1.8039144562199296,10.823486737319577
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,130.0,17.6,1.867470009689313,11.204820058135878
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,132.5,17.6,1.9274707278551955,11.564824367131173
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,135.0,17.6,1.983802395940331,11.902814375641986
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,137.5,17.6,2.0363577834128375,12.218146700477025
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,140.0,17.6,2.0850368481056067,12.51022108863364
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,142.5,17.6,2.1297469266522597,12.778481559913558
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,145.0,17.6,2.1704029108771277,13.022417465262766
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,147.5,17.6,2.2069274098035043,13.241564458821026
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,150.0,17.6,2.239250896971765,13.435505381830591
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,152.5,17.6,2.26731184278694,13.60387105672164
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,155.0,17.6,2.2910568316437887,13.746340989862732
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,157.5,17.6,2.3104406636064456,13.862643981638673
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,160.0,17.6,2.3254264404490645,13.952558642694388
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,162.5,17.6,2.335985635893691,14.015913815362147
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,165.0,17.6,2.3420981499116484,14.05258889946989
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,167.5,17.6,2.343752346985093,14.062514081910557
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,170.0,17.6,2.3409450782558765,14.04567046953526
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,172.5,17.6,2.3336816875195785,14.002090125117471
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,175.0,17.6,2.321976001053292,13.931856006319752
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,177.5,17.6,2.3058503012965104,13.835101807779061
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,180.0,17.6,2.2853352844352495,13.712011706611497
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,182.5,17.6,2.260470001970098,13.562820011820587
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,185.0,17.6,2.2313017863794813,13.387810718276889
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,187.5,17.6,2.197886161019587,13.187316966117521
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,190.0,17.6,2.1602867344325096,12.961720406595058
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,192.5,17.6,2.1185750792637688,12.711450475582613
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,195.0,17.6,2.0728305960197124,12.436983576118275
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,197.5,17.6,2.0231403619241446,12.138842171544868
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,200.0,17.6,1.9695989651618722,11.817593790971234
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,202.5,17.6,1.912308324824727,11.473849948948363
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,205.0,17.6,1.851377496902778,11.108264981416669
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,207.5,17.6,1.7869224666900572,10.721534800140343
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,210.0,17.6,1.719065927999956,10.314395567999735
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,212.5,17.6,1.6479370496105898,9.887622297663539
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,215.0,17.6,1.5736712293846684,9.44202737630801
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,217.5,17.6,1.4964098365319902,8.978459019191941
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,220.0,17.6,1.416299942505096,8.497799655030576
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,222.5,17.6,1.3334940410404188,8.000964246242512
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,225.0,17.6,1.2481497578777718,7.488898547266631
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,227.5,17.6,1.1604295507108129,6.962577304264878
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,230.0,17.6,1.070500399939569,6.423002399637414
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,232.5,17.6,0.9785334908137778,5.871200944882667
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,235.0,17.6,0.884703887572012,5.308223325432072
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,237.5,17.6,0.7891902001969735,4.7351412011818415
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,240.0,17.6,0.6921742444212187,4.1530454665273115
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,242.5,17.6,0.5938406956305984,3.5630441737835903
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,245.0,17.6,0.4943767373241436,2.9662604239448616
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,247.5,17.6,0.3939717047996557,2.3638302287979345
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,250.0,17.6,0.2928167247431968,1.756900348459181
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,252.5,17.6,0.19110435140857157,1.1466261084514295
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,255.0,17.6,0.08902820007938163,0.5341692004762898
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,257.5,17.6,-0.013217421488693926,-0.07930452893216355
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,260.0,17.6,-0.1154378829437345,-0.692627297662407
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,262.5,17.6,-0.2174386018275335,-1.304631610965201
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,265.0,17.6,-0.31902541397434925,-1.9141524838460955
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,267.5,17.6,-0.42000494311344816,-2.5200296586806887
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,270.0,17.6,-0.5201849689718074,-3.1211098138308446
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,272.5,17.6,-0.6193747931763506,-3.7162487590581037
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,275.0,17.6,-0.717385602259118,-4.304313613554708
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,277.5,17.6,-0.8140308270744562,-4.884184962446737
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,280.0,17.6,-0.9091264979439676,-5.454758987663806
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,282.5,17.6,-1.002491594853272,-6.014949569119632
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,285.0,17.6,-1.0939483920338746,-6.563690352203247
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,287.5,17.6,-1.183322796274281,-7.099936777645686
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,290.0,17.6,-1.2704446783163077,-7.622668069897847
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,292.5,17.6,-1.3551481967058026,-8.130889180234815
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,295.0,17.6,-1.4372721134812805,-8.623632680887683
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,297.5,17.6,-1.5166601010995393,-9.099960606597236
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,300.0,17.6,-1.5931610400140308,-9.558966240084185
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,302.5,17.6,-1.6666293063395006,-9.999775838037003
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,305.0,17.6,-1.7369250490553372,-10.421550294332024
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,307.5,17.6,-1.8039144562199294,-10.823486737319577
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,310.0,17.6,-1.867470009689313,-11.204820058135878
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,312.5,17.6,-1.9274707278551955,-11.564824367131173
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,315.0,17.6,-1.983802395940331,-11.902814375641986
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,317.5,17.6,-2.036357783412837,-12.218146700477021
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,320.0,17.6,-2.0850368481056067,-12.51022108863364
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,322.5,17.6,-2.1297469266522593,-12.778481559913555
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,325.0,17.6,-2.1704029108771277,-13.022417465262766
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,327.5,17.6,-2.206927409803504,-13.241564458821024
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,330.0,17.6,-2.2392508969717655,-13.435505381830593
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,332.5,17.6,-2.2673118427869405,-13.603871056721644
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,335.0,17.6,-2.2910568316437887,-13.746340989862732
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,337.5,17.6,-2.3104406636064456,-13.862643981638673
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,340.0,17.6,-2.3254264404490654,-13.952558642694392
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,342.5,17.6,-2.3359856358936906,-14.015913815362143
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,345.0,17.6,-2.3420981499116484,-14.05258889946989
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,347.5,17.6,-2.343752346985093,-14.062514081910557
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,350.0,17.6,-2.3409450782558765,-14.04567046953526
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,352.5,17.6,-2.333681687519578,-14.00209012511747
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,355.0,17.6,-2.3219760010532924,-13.931856006319755
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,357.5,17.6,-2.3058503012965104,-13.835101807779061
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,360.0,17.6,-2.2853352844352495,-13.712011706611497
